scaffold	position	linkage_group	mapping_pos
tig00000075	177123	3	0.95731008617269
tig00000075	81622	3	1.24272587605187
tig00000075	52040	3	1.63623210249666
tig00000314	178132	3	6.25936049384258
tig00000314	120263	3	6.96350848679033
tig00000314	69527	3	7.89570072172947
tig00000314	46094	3	8.24748435596987
tig00000314	26364	3	8.57841639942417
tig00000091	339744	3	11.3720698358011
tig00000091	340149	3	11.4825036636889
tig00000091	189037	3	12.4298221698117
tig00000091	188981	3	12.4298271698122
tig00000091	179493	3	12.6263778235541
tig00000091	130523	3	13.0837972161111
tig00000091	130671	3	13.0838022161116
tig00000091	130481	3	13.213778169011
tig00000091	91892	3	14.4406590849675
tig00001871	137618	3	18.609096945137
tig00001871	150900	3	18.6949191337398
tig00001871	150908	3	18.6949241337403
tig00001871	151065	3	18.6949291337408
tig00001871	373875	3	21.7223048221036
tig00001871	373950	3	21.7223098221041
tig00000048	180822	3	24.6740039329667
tig00000048	181165	3	24.6740089329672
tig00000048	129076	3	24.8282042799568
tig00000048	129092	3	24.8282092799573
tig00000054	110022	3	26.8609281764334
tig00000054	526859	3	30.5103046981565
tig00000054	515992	3	30.510309698157
tig00000054	720672	3	33.689816995429
tig00000054	720738	3	33.6898219954295
tig00000078	668150	3	35.2302657297124
tig00000078	675603	3	35.3219792164454
tig00000078	675690	3	35.3219842164459
tig00000078	675706	3	35.3219892164464
tig00000078	675708	3	35.3219942164469
tig00000078	675785	3	35.3219992164474
tig00000078	675801	3	35.3220042164479
tig00000078	675859	3	35.3220092164484
tig00000078	633019	3	35.5772604069061
tig00000078	173664	3	38.8086108310814
tig00000078	387650	3	38.8086158310819
tig00000078	316110	3	38.8086208310824
tig00000078	302836	3	38.8086258310829
tig00000078	302888	3	38.8086308310834
tig00000078	26676	3	39.2441484039514
tig00001301	59382	3	39.3835525353107
tig00001301	59583	3	39.3835575353112
tig00000159	13219	3	40.9907715333839
tig00000159	18244	3	40.9907765333844
tig00000159	289673	3	44.5173934519917
tig00000159	289891	3	44.5173984519922
tig00000159	289947	3	44.5174034519927
tig00000159	329012	3	44.8761572662162
tig00000159	341819	3	45.2021177081134
tig00000010	888539	3	48.1660239411513
tig00000010	844598	3	48.472277648144
tig00000010	844635	3	48.4722826481445
tig00000010	861712	3	48.4723024332604
tig00000010	664005	3	50.3658089294293
tig00000010	664009	3	50.3658139294298
tig00000010	606668	3	52.1966704775347
tig00000010	606670	3	52.1966754775352
tig00000010	574032	3	52.4836384088133
tig00000010	574101	3	52.4836434088138
tig00000010	574390	3	52.4836484088143
tig00000010	519784	3	52.7525020660715
tig00000010	519803	3	52.752507066072
tig00000010	520411	3	52.7525120660726
tig00000010	83220	3	55.5129012403098
tig00000010	36451	3	55.7733215460501
tig00000010	36452	3	55.7733265460506
tig00000010	228883	3	55.7733315460511
tig00000010	26845	3	55.918111187067
tig00000010	26588	3	55.9181161870675
tig00000010	26678	3	55.918121187068
tig00000010	26787	3	55.9181261870685
tig00002042	211658	3	56.0610102823292
tig00000010	7086	3	56.0610152823297
tig00002042	174135	3	56.199630503063
tig00002042	120244	3	56.7892828341797
tig00002042	88692	3	56.927702244905
tig00002042	88709	3	56.9277072449055
tig00002042	88755	3	56.927712244906
tig00002042	89226	3	56.9277172449065
tig00002042	88580	3	56.927722244907
tig00002042	88217	3	56.9277272449075
tig00002032	10127	3	57.3602706340216
tig00000151	276714	3	57.9404193792576
tig00000335	50111	3	57.9404243792581
tig00000335	50317	3	57.9404293792586
tig00000335	35639	3	57.9404343792591
tig00000335	35917	3	57.9404393792596
tig00001179	5695	3	62.8301096588518
tig00000510	70202	3	63.434255808058
tig00000512	241036	3	66.3308127872409
tig00000353	118442	3	68.1408678360207
tig00000353	142183	3	68.5847764506462
tig00000353	219712	3	69.4619361839525
tig00000353	219433	3	69.461941183953
tig00000353	266436	3	69.8945703704073
tig00000353	266457	3	69.8945753704078
tig00000353	266482	3	69.8945803704083
tig00000828	89012	3	71.0421550477794
tig00000828	6378	3	71.0421600477799
tig00000736	43097	3	72.5289177459892
tig00000736	43153	3	72.5289227459897
tig00000736	47685	3	72.5289277459902
tig00000417	61904	3	73.0996741110044
tig00001030	49529	3	74.6001850374826
tig00001030	75993	3	74.7584745047766
tig00001030	76008	3	74.7584795047771
tig00001030	76050	3	74.7584845047776
tig00001030	76110	3	74.7584895047781
tig00001030	82004	3	74.9334458126941
tig00001969	91971	3	75.1394512540218
tig00001966	487637	3	75.3444416632519
tig00001966	487675	3	75.3444466632524
tig00001966	430102	3	75.6737928647079
tig00001966	421751	3	75.8287395059437
tig00001966	419136	3	75.8287445059442
tig00001966	370097	3	76.145623430159
tig00001966	391855	3	76.1456284301595
tig00001966	391874	3	76.14563343016
tig00001966	406506	3	76.1456384301605
tig00001966	353394	3	76.145643430161
tig00001966	297591	3	76.4336273509166
tig00001966	297310	3	76.4336323509171
tig00000855	99647	3	77.6151244164218
tig00001966	33714	3	77.7365756009382
tig00001966	33727	3	77.7365806009387
tig00001966	33774	3	77.7365856009392
tig00001966	56512	3	77.74416202754
tig00000855	95863	3	77.8898801991718
tig00000855	95984	3	77.8898851991723
tig00000855	79284	3	77.8898901991728
tig00000855	102132	3	77.8898951991733
tig00000168	36180	3	78.3219221136322
tig00000168	36439	3	78.3219271136327
tig00000194	81047	3	78.6091810231427
tig00002002	252402	3	78.8970554054004
tig00002002	286477	3	78.8970604054009
tig00002002	322251	3	78.8970654054014
tig00002002	241191	3	79.0404467136537
tig00002002	232545	3	79.0404517136542
tig00002002	52750	3	79.7588551144011
tig00002002	98175	3	79.7588601144016
tig00002002	98342	3	79.7588651144021
tig00002000	196474	3	80.7318797291762
tig00002000	186403	3	80.8394352830233
tig00002000	102784	3	81.1427092375532
tig00002000	102817	3	81.1427142375537
tig00002018	230452	3	83.9724628861889
tig00002018	230461	3	83.9724678861894
tig00002018	229453	3	83.9874455729508
tig00002018	151991	3	84.514796781167
tig00002018	82992	3	84.8597369469117
tig00002018	74301	3	84.9992085093334
tig00002164	58664	3	85.5512772351775
tig00001640	80	3	88.6471962638736
tig00001640	104	3	88.6472012638741
tig00001500	14115	3	90.834221879416
tig00001500	18013	3	90.8342268794165
tig00002228	21192	3	91.2907250783987
tig00002228	21264	3	91.2907300783992
tig00002329	13501	3	91.2907350783997
tig00000684	7219	3	91.2907400784002
tig00000684	7054	3	91.2907450784007
tig00002228	10884	3	91.3650108613375
tig00002228	49026	3	91.4334264431475
tig00002228	49017	3	91.433431443148
tig00002228	108238	3	91.7556356018057
tig00002228	108284	3	91.7556406018062
tig00002228	108159	3	91.7556456018067
tig00002228	108270	3	91.7556506018072
tig00002434	121510	3	92.7389112778243
tig00002240	16557	3	92.7389162778248
tig00002240	16624	3	92.7389212778253
tig00001556	21942	3	99.7396252012235
tig00000704	89237	3	99.7396361347521
tig00001556	32024	3	99.8226099955767
tig00000283	120299	3	100.668553535605
tig00000704	137792	3	100.668558535606
tig00000704	137799	3	100.668563535606
tig00000704	137992	3	100.668568535607
tig00000704	137993	3	100.668573535607
tig00000704	137998	3	100.668578535608
tig00000704	154708	3	100.668583535608
tig00000334	186648	3	100.825085337772
tig00000411	7672	3	100.825090337772
tig00000793	89504	3	101.856149209375
tig00000793	103671	3	101.856154209375
tig00000793	103813	3	101.984337284587
tig00000793	71267	3	102.251894933423
tig00001464	35016	3	102.710749948458
tig00001464	35045	3	102.710754948459
tig00002463	5986	3	103.054077155716
tig00002463	5929	3	103.054082155717
tig00002463	5942	3	103.054087155717
tig00002593	5211	3	103.500532545897
tig00002593	5235	3	103.500537545897
tig00002593	5594	3	103.500542545898
tig00002593	5650	3	103.500547545898
tig00002593	5667	3	103.500552545899
tig00002593	5685	3	103.500557545899
tig00000006	38240	3	106.973734371304
tig00000006	38377	3	106.973739371305
tig00001112	38399	3	107.994538342803
tig00001112	38455	3	107.994543342804
tig00001112	38552	3	107.994548342804
tig00001378	22263	3	108.58164334953
tig00001378	22271	3	108.58164834953
tig00001378	22272	3	108.581653349531
tig00001378	22491	3	108.581658349531
tig00002257	16464	3	109.782625091208
tig00002257	52754	3	109.947766117632
tig00002257	52757	3	109.947771117633
tig00002257	53030	3	109.947776117633
tig00002257	76524	3	110.491436968881
tig00002257	76703	3	110.491441968882
tig00002257	76791	3	110.491446968882
tig00002257	76796	3	110.491451968883
tig00001859	395560	3	113.574945981153
tig00001859	303164	3	116.273640816429
tig00001859	306313	3	116.27364581643
tig00001859	309358	3	116.27365081643
tig00001859	309406	3	116.273655816431
tig00001859	313853	3	116.273660816431
tig00001859	314982	3	116.273665816432
tig00001859	324512	3	116.273670816432
tig00001859	282923	3	116.539714937892
tig00001859	166137	3	119.513618080932
tig00001859	192149	3	119.513623080932
tig00001859	141005	3	120.180153456493
tig00000368	477	3	120.476705845409
tig00000368	532	3	120.476710845409
tig00001859	119965	3	120.47671584541
tig00001859	97441	3	121.341505942615
tig00001859	97450	3	121.341510942616
tig00001859	98933	3	121.341515942616
tig00001859	48349	3	122.775451329827
tig00001859	48171	3	122.929214829295
tig00001859	48496	3	123.269425828872
tig00001859	17560	3	123.269430828873
tig00001857	746827	3	126.535010757762
tig00001857	746866	3	126.535015757763
tig00001857	806648	3	126.569489022764
tig00001857	660357	3	127.911329262072
tig00001857	660387	3	127.911334262072
tig00001857	660535	3	127.911339262073
tig00001857	661903	3	127.911344262073
tig00001857	537331	3	129.245225975176
tig00001857	515986	3	129.379809134757
tig00001857	516172	3	129.379814134758
tig00001857	268297	3	130.855742659322
tig00000388	63494	3	135.690984653497
tig00000405	96491	3	137.131926360253
tig00000405	104397	3	137.131931360254
tig00000405	165609	3	137.742099971478
tig00000405	165651	3	137.742104971479
tig00000405	165663	3	137.742109971479
tig00000042	78826	3	139.882491098813
tig00000042	238198	3	141.074430901596
tig00000042	400360	3	143.888003479159
tig00000042	395868	3	143.88800847916
tig00000042	468161	3	144.241442068942
tig00000042	481134	3	144.886995288032
tig00000042	493909	3	144.887000288033
tig00000042	494160	3	144.887005288033
tig00000042	572619	3	145.623618938078
tig00000042	651155	3	146.503984492446
tig00000042	674739	3	146.948314311738
tig00000042	795361	3	149.89140201037
tig00000231	379541	3	150.008906653304
tig00000231	379139	3	150.008911653304
tig00000231	367916	3	150.313371460181
tig00000231	367975	3	150.313376460182
tig00000231	367977	3	150.313381460182
tig00000231	368302	3	150.313386460183
tig00000231	368303	3	150.313391460183
tig00000231	125242	3	153.14169318115
tig00000231	53116	3	153.239402015321
tig00000761	50257	3	156.594876457882
tig00000761	50279	3	156.594881457882
tig00001285	24824	3	157.384600105358
tig00001285	24874	3	157.384605105358
tig00000246	282083	3	160.014737751768
tig00000246	282267	3	160.014742751769
tig00000377	29795	3	167.050370558093
tig00000377	32406	3	167.050375558094
tig00000377	32461	3	167.050380558094
tig00000377	32574	3	167.050385558095
tig00000377	3231	3	167.050390558095
tig00000377	3399	3	167.050395558096
tig00000377	3407	3	167.050400558096
tig00000377	36320	3	167.050405558097
tig00000476	118267	4	0
tig00000476	85779	4	0.713950844540713
tig00000476	85780	4	0.713955844541213
tig00000108	33073	4	2.43038500340668
tig00000108	70398	4	2.73974413457159
tig00000108	334964	4	6.19478305501416
tig00000108	484667	4	7.73728378829733
tig00000108	554448	4	9.15599829772653
tig00000108	557514	4	9.28224972238568
tig00000108	580261	4	9.72249726902301
tig00000108	580254	4	9.72250226902351
tig00000108	612677	4	10.2745664395125
tig00000094	389790	4	13.1795815877361
tig00000094	389894	4	13.1795865877366
tig00000094	384837	4	13.4805772859356
tig00000094	356087	4	13.7518844328558
tig00000094	356415	4	13.7518894328563
tig00000094	356416	4	13.7518944328568
tig00000094	356418	4	13.7518994328573
tig00000094	356457	4	13.7519044328578
tig00000094	357431	4	13.7519094328583
tig00000094	348546	4	14.3057809825245
tig00000094	197237	4	17.7408592530561
tig00000094	154238	4	18.6050242990728
tig00000094	154421	4	18.6050292990733
tig00000094	121694	4	18.8267579105208
tig00000094	121698	4	18.8267629105213
tig00000094	22018	4	20.0764622276464
tig00000915	18635	4	21.326077686314
tig00000915	18716	4	21.3260826863145
tig00000915	8060	4	21.326087686315
tig00000915	8025	4	21.3260926863155
tig00000915	8095	4	21.326097686316
tig00000500	80826	4	21.6126486352531
tig00000500	71785	4	21.8993550698227
tig00000243	26894	4	22.1858442569519
tig00000243	26824	4	22.1858492569524
tig00001927	73624	4	23.5022909014836
tig00001927	73625	4	23.5022959014841
tig00001927	73650	4	23.5023009014846
tig00001927	73663	4	23.5023059014851
tig00001927	107330	4	23.7902880370054
tig00001927	107418	4	23.7902930370059
tig00001927	148324	4	24.3733304230965
tig00001927	251836	4	24.6595219922476
tig00001927	330254	4	24.6595269922481
tig00001927	406765	4	25.0956613972518
tig00001929	50213	4	25.2358358459161
tig00001929	50214	4	25.2358408459166
tig00001929	161711	4	25.3792970301887
tig00001929	161739	4	25.3793020301892
tig00001929	206268	4	25.5659737466442
tig00001929	242409	4	25.9467838208545
tig00001929	256287	4	25.946788820855
tig00001929	256336	4	25.9467938208555
tig00001929	231289	4	26.0815995137082
tig00001929	256187	4	26.0816045137087
tig00001929	262370	4	26.0816095137092
tig00001929	265937	4	26.0816145137097
tig00001929	266006	4	26.0816195137102
tig00001929	266001	4	26.0816245137107
tig00001929	321593	4	26.2244912065087
tig00001929	358905	4	26.3671059732461
tig00001929	358959	4	26.3671109732466
tig00001929	359006	4	26.3671159732471
tig00001929	359335	4	26.3671209732476
tig00001929	321429	4	26.509744266444
tig00000396	230015	4	26.6525709264465
tig00000396	263538	4	26.652575926447
tig00001929	295734	4	26.6525809264475
tig00001929	295824	4	26.652585926448
tig00000396	132271	4	28.4348067526251
tig00000396	132261	4	28.4348117526256
tig00000396	132262	4	28.4348167526261
tig00000396	151954	4	28.4348217526266
tig00000396	111261	4	28.5787282571019
tig00000396	111262	4	28.5787332571024
tig00000396	39202	4	28.8543499440033
tig00000294	232535	4	30.1918192460014
tig00000294	63981	4	31.9450327357166
tig00000118	685440	4	32.8862112226553
tig00000118	675411	4	33.0228194848478
tig00000118	675453	4	33.0228244848483
tig00000118	621093	4	33.4543963074527
tig00000118	621345	4	33.4544013074532
tig00000118	594589	4	33.7580581820296
tig00000118	584613	4	33.7580631820301
tig00000118	584974	4	33.7580681820306
tig00000118	540106	4	33.9133276358943
tig00000118	489821	4	34.5094653152865
tig00000118	457751	4	34.6490879901462
tig00000118	459121	4	34.6490929901467
tig00000118	459170	4	34.6490979901472
tig00000118	463912	4	34.6491029901477
tig00000118	433495	4	34.7925487160505
tig00000118	433584	4	34.792553716051
tig00000118	433609	4	34.7925587160515
tig00000118	433644	4	34.792563716052
tig00000118	434747	4	34.7925687160525
tig00000118	433433	4	34.9341486994938
tig00000118	367916	4	35.2219641465719
tig00000118	417407	4	35.2219691465724
tig00000118	417414	4	35.2219741465729
tig00000118	417651	4	35.2219791465734
tig00000118	394644	4	35.3689001622455
tig00000118	94002	4	36.6884090914594
tig00000118	94052	4	36.6884140914599
tig00000118	99563	4	36.6884190914604
tig00000118	131771	4	36.6884240914609
tig00000118	102831	4	36.6884290914614
tig00000118	73975	4	37.1217445320868
tig00000329	1092	4	37.1217495320873
tig00000329	63642	4	37.3343065968259
tig00000329	119093	4	37.5489967505406
tig00000329	119095	4	37.5490017505411
tig00000329	282850	4	37.6928402426563
tig00000329	283332	4	37.6928452426568
tig00000403	150264	4	39.487051040597
tig00000403	216443	4	39.7551693674512
tig00000403	216663	4	39.7551743674517
tig00000403	220419	4	39.8989764352865
tig00000403	220403	4	39.898981435287
tig00000403	218625	4	39.8989864352875
tig00000403	321905	4	40.3561037053604
tig00000403	321947	4	40.3561087053609
tig00000403	285204	4	40.5210452501813
tig00000427	50410	4	40.9602672377458
tig00000427	64494	4	41.0995697382468
tig00000427	65068	4	41.0995747382473
tig00001211	2490	4	43.024066919989
tig00001214	103897	4	43.0240719199895
tig00001211	2388	4	43.02407691999
tig00001211	2577	4	43.0240819199905
tig00001214	90110	4	43.1567511778456
tig00001346	27147	4	43.6865115157006
tig00001346	27096	4	43.6865165157011
tig00001959	4548	4	44.379775843007
tig00001959	4586	4	44.3797808430075
tig00001959	47739	4	44.8374804803888
tig00001959	47955	4	44.8374854803893
tig00001959	96873	4	45.2074463993646
tig00001959	97008	4	45.2074513993652
tig00001959	62811	4	45.2074563993657
tig00001959	116942	4	45.762529650556
tig00001959	108709	4	45.7625346505565
tig00001959	108914	4	45.762539650557
tig00001963	128805	4	49.2595792876234
tig00001963	122678	4	49.2595842876239
tig00001963	122653	4	49.4020555500557
tig00001963	122756	4	49.4020605500562
tig00001963	122852	4	49.4020655500567
tig00002186	16755	4	52.9136350286381
tig00002186	19571	4	52.9136400286386
tig00002186	19943	4	52.9136450286391
tig00002186	55683	4	52.9136500286396
tig00002186	90793	4	53.49069941114
tig00002186	90552	4	53.4907044111405
tig00002186	90584	4	53.490709411141
tig00001989	489138	4	54.2144771580642
tig00001989	346841	4	56.2563171414164
tig00002771	18880	4	56.8357011546963
tig00002771	18801	4	56.8357061546968
tig00002771	18804	4	56.8357111546973
tig00002771	18815	4	56.8357161546978
tig00002771	18817	4	56.8357211546983
tig00002771	18848	4	56.9528741377605
tig00000064	90039	4	59.7940291378955
tig00000064	90406	4	59.794034137896
tig00000064	90407	4	59.7940391378965
tig00000064	90515	4	59.794044137897
tig00000064	233871	4	61.7292214103324
tig00000064	221519	4	61.7292264103329
tig00000064	233893	4	61.7292314103334
tig00000064	288900	4	62.4332469971696
tig00000064	288964	4	62.4332519971701
tig00000064	288974	4	62.4332569971706
tig00000064	288983	4	62.4332619971711
tig00000064	289159	4	62.4332669971716
tig00000064	303339	4	62.5761337439044
tig00000064	303354	4	62.5761387439049
tig00000064	291892	4	62.7168102382824
tig00000064	291897	4	62.7168152382829
tig00000064	291982	4	62.7168202382834
tig00000064	398154	4	63.7485940752558
tig00000064	393686	4	64.0267247560622
tig00000064	393700	4	64.0267297560627
tig00000064	393764	4	64.0267347560632
tig00000064	393811	4	64.0267397560637
tig00000064	393815	4	64.0267447560642
tig00000064	394089	4	64.0267497560647
tig00000064	394124	4	64.0267547560652
tig00000064	394132	4	64.0267597560657
tig00000064	607015	4	65.6668306453165
tig00000064	627668	4	66.2234331865214
tig00000064	665545	4	67.3994050840859
tig00000064	665584	4	67.3994100840864
tig00000064	665756	4	67.3994150840869
tig00000064	665807	4	67.3994200840874
tig00000064	695158	4	68.4283349235963
tig00000064	695212	4	68.4283399235968
tig00000064	787623	4	70.6896498120762
tig00000064	785983	4	70.6896548120767
tig00000064	786021	4	70.6896598120772
tig00000064	800127	4	70.8187361889915
tig00000064	800143	4	70.818741188992
tig00002383	19740	4	71.6690097944351
tig00002383	19758	4	71.6690147944356
tig00002383	19766	4	71.6690197944361
tig00002381	126415	4	71.9555905051384
tig00002381	119322	4	72.2421107686746
tig00002383	16346	4	72.2421157686751
tig00002383	16348	4	72.2421207686756
tig00002383	16425	4	72.2421257686761
tig00002383	16431	4	72.2421307686766
tig00002383	16444	4	72.2421357686771
tig00002383	16354	4	72.384915791352
tig00002383	16391	4	72.3849207913525
tig00002381	33677	4	73.1077080856825
tig00002381	30272	4	73.107713085683
tig00002381	30290	4	73.1077180856835
tig00002381	29936	4	73.2505676587447
tig00002381	30235	4	73.2505726587452
tig00002381	30247	4	73.2505776587457
tig00002381	30283	4	73.2505826587462
tig00002381	10057	4	73.5808696583046
tig00000611	16102	4	74.2593595293809
tig00002486	59220	4	74.2593645293814
tig00000488	32832	4	74.2593695293819
tig00000488	115175	4	74.2593745293824
tig00000576	109882	4	74.2593795293829
tig00000576	118489	4	74.2593845293834
tig00000576	269459	4	74.2593895293839
tig00000611	16210	4	74.2593945293844
tig00000642	21865	4	74.2593995293849
tig00000642	22176	4	74.2594045293854
tig00000642	47714	4	74.2594095293859
tig00000686	90143	4	74.2594145293864
tig00000686	90198	4	74.2594195293869
tig00000686	117229	4	74.2594245293874
tig00000686	117409	4	74.2594295293879
tig00001764	10500	4	74.2594345293884
tig00001764	11840	4	74.2594395293889
tig00001764	11926	4	74.2594445293894
tig00002006	110860	4	74.2594495293899
tig00002006	111989	4	74.2594545293904
tig00002106	48504	4	74.2594595293909
tig00002106	55054	4	74.2594645293914
tig00002443	19402	4	74.2594695293919
tig00002443	19421	4	74.2594745293924
tig00002443	19461	4	74.2594795293929
tig00002443	19463	4	74.2594845293934
tig00002443	19467	4	74.2594895293939
tig00002443	19639	4	74.2594945293944
tig00002443	19678	4	74.2594995293949
tig00002443	19732	4	74.2595045293954
tig00002443	19811	4	74.2595095293959
tig00002443	19840	4	74.2595145293964
tig00002450	146688	4	74.2595195293969
tig00002450	152290	4	74.4023837360882
tig00002450	152427	4	74.4023887360887
tig00002450	155113	4	74.4023937360892
tig00002484	15140	4	74.4023987360897
tig00002484	48086	4	74.4024037360902
tig00000576	269392	4	74.4024087360907
tig00002245	105801	4	74.4024137360912
tig00002520	28430	4	74.4024187360917
tig00000788	95574	4	74.4024237360922
tig00000788	108812	4	74.4024287360927
tig00000642	49818	4	74.4024337360932
tig00002443	17506	4	74.822929938581
tig00002443	17555	4	74.8229349385815
tig00002443	17595	4	74.822939938582
tig00000642	90637	4	75.2485093471178
tig00002813	4556	4	75.2625087239566
tig00002813	6263	4	75.262655619494
tig00001764	2545	4	75.3774424339583
tig00000788	63173	4	76.2735710465542
tig00000788	50986	4	76.3913620075128
tig00000788	10842	4	77.8820516796003
tig00000788	10852	4	77.8820566796008
tig00000788	10547	4	77.8820616796013
tig00000788	10874	4	77.8820666796018
tig00000788	10898	4	77.8820716796023
tig00000788	10900	4	77.8820766796028
tig00001288	76428	4	78.3898761622409
tig00001288	57207	4	79.6189525080982
tig00001288	57218	4	79.6189575080987
tig00000279	211845	4	81.6802854215165
tig00000279	210741	4	82.4427383006566
tig00000279	210450	4	82.4427433006571
tig00000279	61760	4	86.5674594295292
tig00000279	61940	4	86.5674644295297
tig00000279	61995	4	86.5674694295302
tig00000279	62006	4	86.5674744295307
tig00000279	62023	4	86.5674794295312
tig00000302	271476	4	87.1439033104007
tig00000302	271805	4	87.1439083104012
tig00000302	186704	4	87.1439133104017
tig00000302	187046	4	87.1439183104022
tig00000302	268628	4	87.1439233104027
tig00000302	268674	4	87.1439283104032
tig00000302	124798	4	87.4269839395703
tig00000302	43618	4	87.9966307416541
tig00002422	37977	4	89.4346071084431
tig00000785	24812	4	90.2124851720789
tig00000785	86027	4	90.3479670713496
tig00002348	5752	4	91.2923442588695
tig00002348	5753	4	91.29234925887
tig00002348	12872	4	91.2923542588705
tig00000020	144283	4	94.2059256194459
tig00000020	333091	4	94.8508394930145
tig00000020	326343	4	94.850844493015
tig00000020	570554	4	97.972376722116
tig00000020	572827	4	97.9723817221165
tig00000020	524641	4	97.972386722117
tig00000020	572848	4	97.9723917221175
tig00000020	797521	4	99.6127658173176
tig00000020	797538	4	99.6127708173181
tig00000020	832291	4	99.6127758173186
tig00000020	908190	4	100.495711007804
tig00000020	994274	4	100.625624582651
tig00000020	1001245	4	100.81883651898
tig00000020	1001664	4	100.81884151898
tig00000398	239840	4	101.21084236033
tig00000398	255771	4	101.21084736033
tig00000398	236221	4	101.354858405203
tig00000398	192089	4	101.531295186918
tig00000398	181845	4	101.69975835899
tig00000398	182045	4	101.69976335899
tig00000398	192101	4	102.003543602584
tig00000398	57953	4	102.483070375456
tig00002221	28225	4	102.483075375457
tig00002221	26640	4	102.750003791416
tig00002221	26850	4	102.750008791417
tig00001545	12468	4	104.074454293905
tig00000716	1151	4	104.074459293906
tig00000716	1219	4	104.074464293906
tig00000716	1547	4	104.074469293907
tig00000716	84339	4	104.339199575181
tig00001958	192232	4	105.822984898472
tig00001958	192292	4	105.822989898472
tig00001958	365796	4	106.107852538583
tig00001958	506698	4	106.547645099934
tig00001958	507055	4	106.547650099935
tig00001958	506702	4	106.547655099935
tig00001958	507038	4	106.547660099936
tig00001958	579637	4	107.136550146095
tig00000766	9634	4	107.410921611386
tig00001947	55501	4	108.61412640503
tig00000400	270235	4	109.644659036044
tig00000400	105088	4	110.997574369445
tig00002057	204327	4	118.735364172586
tig00002057	204348	4	118.735369172587
tig00002057	204373	4	118.735374172587
tig00002057	204399	4	118.735379172588
tig00002057	204447	4	118.735384172588
tig00002061	48206	4	120.090106100496
tig00002061	92850	4	120.376062829853
tig00002061	92698	4	120.376067829853
tig00002061	93469	4	120.376072829854
tig00002061	93875	4	120.376077829854
tig00001262	29305	4	120.663400522321
tig00001262	29407	4	120.663405522322
tig00001262	29773	4	120.663410522322
tig00000439	130330	4	122.870460569043
tig00000439	130400	4	122.870465569043
tig00000439	233814	4	123.56425365845
tig00000439	237547	4	123.564258658451
tig00000439	237582	4	123.564263658451
tig00000439	237605	4	123.564268658452
tig00000035	865294	4	124.287999141637
tig00000035	865459	4	124.288004141638
tig00000035	865393	4	124.288009141638
tig00000035	618069	4	127.07513887042
tig00000035	695292	4	127.075143870421
tig00000035	548293	4	127.306585070873
tig00000035	541549	4	127.306590070873
tig00000035	495117	4	127.534724679162
tig00000035	488727	4	127.534729679163
tig00000035	488890	4	127.534734679163
tig00000035	495026	4	127.534739679164
tig00000035	495102	4	127.534744679164
tig00000035	495445	4	127.534749679165
tig00000035	495035	4	127.534754679165
tig00000035	442086	4	128.02381631093
tig00000035	375507	4	128.182509242649
tig00000035	164932	4	129.641892447738
tig00000035	164941	4	129.641897447739
tig00000035	156861	4	129.805903362703
tig00000035	196177	4	129.948025635143
tig00000035	12051	4	130.383374837237
tig00000035	76105	4	130.383379837238
tig00000035	94209	4	130.383384837238
tig00000035	94239	4	130.383389837239
tig00000035	66814	4	130.383394837239
tig00000035	66175	4	130.524312903263
tig00000035	114519	4	130.524317903263
tig00000035	114632	4	130.524322903264
tig00000015	57010	4	132.80703409877
tig00000015	33073	4	132.807039098771
tig00000015	176726	4	135.721293400116
tig00000015	176822	4	135.721298400116
tig00000015	177110	4	135.721303400117
tig00000015	318325	4	137.399862311854
tig00000015	350448	4	137.715503414252
tig00000015	350891	4	137.715508414252
tig00000015	381914	4	138.022136278192
tig00000015	382189	4	138.022141278193
tig00000015	382228	4	138.022146278193
tig00000015	382246	4	138.022151278194
tig00000015	382279	4	138.022156278194
tig00000015	382284	4	138.022161278195
tig00000015	416502	4	138.602152828508
tig00000015	416858	4	138.602157828509
tig00000015	442339	4	138.602162828509
tig00000015	465893	4	138.888672066269
tig00000015	497027	4	139.244679697859
tig00000015	554318	4	139.783112526862
tig00000015	544320	4	139.783117526862
tig00000015	804105	4	143.14720925083
tig00000998	26237	4	145.142633939562
tig00000086	422991	5	0
tig00000086	422358	5	0.00000500000050000007
tig00000086	422502	5	0.0000100000010000001
tig00000086	422524	5	0.0000150000015000002
tig00000086	422527	5	0.0000200000020000003
tig00000086	422582	5	0.0000250000025000003
tig00000086	57821	5	1.18305317123593
tig00000086	179905	5	1.25778995281531
tig00000086	261710	5	1.25779495281581
tig00000086	188099	5	1.25779995281631
tig00000086	185067	5	1.40378924555853
tig00000086	185094	5	1.40379424555903
tig00000086	185523	5	1.40379924555953
tig00000086	185526	5	1.40380424556003
tig00000140	44249	5	4.25766819089512
tig00000140	44433	5	4.25767319089562
tig00000140	287601	5	7.55680777034582
tig00000140	287620	5	7.55681277034632
tig00000140	287622	5	7.55681777034682
tig00000140	287631	5	7.55682277034732
tig00000140	296727	5	7.80591805068357
tig00000140	296733	5	7.80592305068407
tig00000140	336122	5	8.42177911266738
tig00000733	159803	5	11.2670093451495
tig00000038	797376	5	12.6434403581194
tig00000038	686749	5	14.8684470551019
tig00000038	686827	5	14.8684520551024
tig00000038	687053	5	14.8684570551029
tig00000038	645053	5	15.3923880711719
tig00000038	614352	5	15.92797038938
tig00000038	500469	5	16.8183507869028
tig00000038	500788	5	16.8183557869033
